노래명	장르명	BPM	alias-1	alias-2	memo
朱と碧のランページ	ANIMA SONG	178			
アクマフカ	ROCK	135			
朝焼けから始まるボクらの小さな旅	ARTCORE ROCK	100–218			
紫陽花 -AZISAI-	ORIENTAL TECHDANCE	155			
アストライアの双皿	ZODIAC ORACLE 7	173			
アタシ完全絶対正義ちゃん！	ROCK	201			
アタック NO.3	DRAGON' BASS	170			
天邪鬼	HARD DANCE	155			
雨のちパノラマセカイ	SUNNY SKY	178			
妖隠し -あやかしかくし-	DRUM'N'WALTZ	85			
アラビアン ハイパー ナイト	ARABIC TRAP CORE	182			
アルストロメリア	BLOOM FUSION	144			
あるビー! feat.ころねぽち	ピコピコ電波ソング	236			
& Intelligence	MEGA MIX	160			
生きるよすが	J-POP	252			
イグジスター	NIGHT J-POP	176			
ιgniЯRuina	PSALMS OF ASHES	183			
イザナミノナゲキ	WORLD/ELECTRONICA	195			
十六夜セツナ	HYPER J-POP	160			
異心前進♪ぴょんぴょんぴょん	EUROBEAT	170			
いつかオトナになれるといいね。	J-POP	176			
愛しくてラヴィンユー ft. マナ	EURO BEAT	152			
犬に雨傘	FRENCH POP	240			
命の標本	STRANGE WORLD MUSIC	183			
色を喪った街	GREY DISTRICT	166			
うさ☆かめ 大戦争！	プログレッシブ徒競走	210			
ウツシミウツシ	ALTERNATIVE DANCE CORE	175			
梅雪夜	想歌 梅	167			
麗 ~うらら~	WINTER GLOW	155			
栄冠のカンパネラ	TRIUMPHAL MARCH	185			CHARGE 조심
ÆTHER	ASTRAL HARDCORE	190			
駅猫のワルツ	にゃんコア	282			
エクスプロウル	VOCALOID	164			
エコ爺	80's EURO	125			
えだまめカレークッキング	ZUNTSUMU TEETEE	150			
エディブルフラワーの独白	HARD FRENCH	180			
ΕΛΠΙΣ	ROMANTIC SCHOOL VARIATIONS	175			
焔極OVERKILL	HARDCORE	192			
お命ちょうDAI! 901娘	演歌ブレイクス	160			
Ōu Legends	TOHOKU NEURO DENSETSU	191			
おおきなこえで	WORLD/POPS	100			
大桟橋	JAPAN	84–168			
《ORDERBREAKER》	GODSPEED	166			
おーまい！らぶりー！すうぃーてぃ！だーりん！	LOVELY YOUTH	170			
オールトの雲	GALAXY QUEST	215			
お菓子の王国	SPEED CANDY	190			PEAK 조심
お米の美味しい炊き方、そしてお米を食べることによるその効果。	お米タル	190			
御千手メディテーション	御千手メディテーション	150–190			
オッド♡ラヴィ	LOVELY TECHCORE	172			
踊	J-POP	128			
オドループ	J-POP	172			
踊る！福神漬 (CALCUTTA)	INDIE EURO / DANCE	138			
鬼天	ASURA TEK CORE	161			
お願いアインシュタイン	CYBER SYMPHONIC POP	143			
オブソミート	ボカロ	158			
朧	FASCINATION	149			
俺ら東京さ行ぐだ	IIDX EDITION	140			
オルタネイトβ	HYPER J-POP	162			
オレはビートマニア！お前は何マニア？	FUNK	123			
音楽	SILENT	210–520(N, H) 210–360(EX)			
Χ-DEN	ULTI∑ATE COLLABORATION	200			
ガヴリールドロップキック	IIDX EDITION	168			
蛇神	ORIENTAL MYTHOLOGY	170			CHARGE 조심
覚悟せよ！エンタンメ～ン ～より身の切り売り自暴自棄版～	ビックリポップ	141–176			
革命	ORCHESTRAL	83–148			
かげぬい ~Ver.BENIBOTAN~	NATSU MATSURI	186			
陽炎	POP	140			
下弦の月	NEO CLASSICAL DANCE	166			
カゴノトリ ～弐式～	和式電子音楽	140	카고노토리	kagonotori	
禍根	ORBITAL FUTURE BASS	170			
カジノファイヤーことみちゃん	電波	230			
か・し・ま・し☆PUMP UP !	SUMMER WORKOUT	175			
かずあそび	INSANIO	170			
仮想空間の旅人たち	TECHNO	151			
華蝶風雪	ASIAN MIXTURE	199			
合体せよ！ストロングイェーガー!!	NU-NRG	155			
がっつり陰キャ!?怪盗いいんちょの億劫^^;	Hi-メランコリックコア	185			
叶うまでは	ELECTRIC AOR	140			
神様、つれない。	ALTERNATIVE	140			
神のシナリオ	MELODIC DUBSTEP	140			CHARGE 조심
カミロ・ウナ・メンデス	SPANISH COOL	119			
#CMFLG	HARD TRIBAL	155			
鴉	CROSSBREED	190			
カラルの月	NOMADIC NATION	135			
華麗なる大犬円舞曲	CINEMATIC VALSE	60–147			
華麗なる！音戯探偵ひなビタ♫	オトギタンテイ	72–127			
鬼言集	INDUSTRIAL REVIEW	250			
キスキツネ	J-POP	148			
傷つけど、愛してる。	J-POP	180			
きみのせかい	8-BIT MIXTURE	184			
君のハートにロックオン	トレンディーフュージョン	260			
ギャ・ギャ・ギャ・ギャラクシー！	VOCALOID	140			
キャッシュレスは愛情消すティッシュ	K-GROOVE	117–170			
キャトられ❤恋はモ～モク	Hi-ν BLEEP	196			
キヤロラ衛星の軌跡	COSMIC PROG ROCK	150			
きゅうくらりん	VOCALOID	220			
九尾狐夜行	ORIENTAL FUSION	145			
きゅんです。	ROCK	162			
響花水月	HEROIC DRUM & BASS	180			
狂水一華	STYLISH CROSSOVER	160			
鏡像都市	CYBER METROPOLIS	160			
共犯ヘヴンズコード	ELEGANT SWING	219			
共鳴遊戯の華	ASTRAL DRUM & BASS	190			
ギョギョっと人魚♨爆婚ブライダル	Hi-RESORT電波	169			
閠槞彁の願い	DARKSTEP	180			
ぐだふわエブリデー	IIDX EDITION	220			
口カラ凸ゲキ	HUMAN BEATBOX ELECTRO	150			
昏き甲鉄のヴェルガ	FANTASIA	174			
グラナダの風	SPANISH GUITAR	130			
《GRANDMASTER》	TRIUMPH	160			
狂イ咲ケ焔ノ華	Hi-GOTH	206			
クルクル☆ラブ 〜Opioid Peptide MIX〜	FUTURE POP	185			
クレッシェンド	CLASSICAL	180			
紅蓮華	IIDX EDITION	135			
黒髪乱れし修羅となりて	撫子メタル	150			
■□模様	ALTERNATIVE SHIBUYA E-POP	189			
黒紅掬い	SHOWA RETRO	104			
月下繚乱	CYBER YAMATO	170			
月光	J-EUROBEAT	155			
月光蝶	ビジュアル	109–218			
幻想系世界修復少女	J-POP	193			
恋歌疾風！かるたクイーンいろは	ハイスピードラブ一首	120–168			
恋する☆宇宙戦争っ!!	HI-BLEEP	200			NOTES 조심
恋は白帯、サンシロー	KANA-POP	175			
恋はどう？モロ◎波動OK☆方程式！！	理系ポップ	128			
高高度降下低高度開傘	SYMPHONIC TECHNO	150			
光風霽月	ORIENTAL Hi-TECH FULL ON	160			
ここからよろしく大作戦143	ROCK	184			
コスモス	J-POP	148			
こっちを向いてよ	SOUL	128			
子供の落書き帳	PROGRESSIVE	280			
今宵、ロマンス横丁。	和風歌謡硬核音楽	168			
金野火織の金色提言	音ゲー賛美歌	225			
罪過の聖堂	PIANO CONCERTO	40–165			
最強頂戴girl♡	TWINKLE POP	206			
最小三倍完全数	ピタゴラス的不完全性破壊衝動音律(ハンマーによる)	55–440			
逆月	JAPANESQUE	280			
桜	SPIRITUAL	13–320			
サクラあっぱれーしょん	IIDX EDITION	140			
炸裂！イェーガー電光チョップ!! (JAEGER FINAL ATTACK)	HARDSTYLE	159			
サヨナラ・ヘヴン	WORLD/ELECTRONICA	111			
サヨナラ・ヘヴン-Celtic Chip Dance Mix-	BEMANI 8BIT COLLECTION	111			
#The_Relentless	DUBCORE	170			CHORD 조심
≡+≡	NIGHTCORE	182			CHORD 조심
残像ニ繋ガレタ追憶ノHIDEAWAY	HYPER DIG!ROCK	160			
時空トラベローグ	TIME TRIP JAZZ	234			
獅子霞麗ノ舞	DRAMATIC WALTZ	100			
雫	LAMENTO	95–210			
シティ・エンジェル	TRANCE	145			
疾風迅雷	ORIENTAL CORE	180			PEAK 조심
死神自爆中二妹アイドルももかりん(1歳)	電波METAL	210			
忍恋花	忍歌	189			
シムルグの目醒め	NATURE	190			
〆	HiTECH	160			
灼熱 Pt.2 Long Train Running	BROKEN SAMBA BREAK	165			SCRATCH 조심
灼熱 Lost Summer Dayz	DRUM'N'BASS	168			
灼熱Beach Side Bunny	BROKEN SAMBA BREAK	153			SCRATCH 조심
シャムシールの舞	バトルダンス	100–155			
終焔のClaudia	HARD RENAISSANCE	90–185			
終末を追う者	JUDGMENT	185			
シュッパツシンコウ・シサカンコ	KANA-POP	182			
シュレーディンガーの猫	TOY CONTEMPORARY	187			
次葉 -turn the page-	POP ROCK	152			
唱	J-POP	132			
純真可憐デザイア	EMOTIONAL ROCK	182			
消極的セツナイズム	ROCK	145			
少女アリスと箱庭幻想コンチェルト	空想ファンタジーシリーズ	134			
湘南ロンリーMIDNIGHT RAIN	歌謡ニューウェーブ	165			
情熱タンデムRUNAWAY	爆走EUROBEAT	177			
少年A	POST RENAISSANCE	90–192			
少年は空を辿る	ムラクモ	140			
少年リップルズ	EMOCTRO	210			
昭和企業戦士荒山課長	テクノチョップ	132			
白露の風	想歌 風	166			
深愛のリグレット	PIANO J TRANCE POP	145			
深淵に捧ぐレクイエム	CYBER REQUIEM	175			CHARGE 조심
神謳 -RESONANCE-	Hi-MYTH	180			
真 地獄超特急 -HELL or HELL-	新世紀進歩的羽扇子音楽	165			
新時代	IIDX EDITION	175			
新宝島	IIDX EDITION	149–158			CHARGE 조심
進捗ダメダメです	J-POP	156			
シンデレラ	DRUM & BASS	178			
水鏡の異界	JAPANESE TECH BREAKS	168			
水上の提督(Short mix from "幻想水滸伝V")	WORLD/ELECTRONICA	140			
衰色小町メランコリア	NEO CLASSICAL DANCE	139			
スーパー戦湯ババンバーン	オンセン♨ヒーロー	187			
スキッテイエェエエェ!!!!	Hi-ラブコメPOP	200			NOTES 조심
スパークリング☆彡ハイパーチューン！！	EUROBEAT	177			
隅田川夏恋歌	A.I.デイトポップ	180			
聖人の塔	BATTLE TRACK	97–194			NOTES 조심
晴天Bon Voyage	スウィートロニカ	230			
世界の果てに約束の凱歌を -ReUnion-	BRAVE ANTHEM	200			
セカンドピアス	GIRLS ROCK	138			
雪月花	HARD HOUSE	151			
雪上断火	HIP ROCK 3	105–180			
セピアの軌跡 ft. 天宮みや(少女フラクタル)	MS J TRANCE POP	158			
零 -ZERO-	HYPER J-POP ZERO	180			
セロトニン	ORBITALICTRO	150			
センチメンタル・サマー	CITY DANCE POP	136			
閃と雷管とロープ	PIANO ROCK	165			
千年ノ理	WORLD/ELECTRONICA	153			CHORD 조심
旋律のドグマ ～Misérables～	JUVENILE DRUM'N'BASS	192			
全力 SPECIAL VACATION!! ～限りある休日～	HAPPY VACAY CORE	170			
草原の王女 -軌跡を辿って-	JOURNEY SCENE	142			
ぞうしょく！？マイデンティティ	バーチャルマルチコア	200			
創世ノート	CREATOR	200			
走馬灯 -The Last Song-	SOLDIER'S BALLAD	68–85			
即席！脳直★ミュージックシステム	AKIBA-POP	197			
天泣	PROGRESSIVE	150			
それが、ボクの使命～レスキュー隊長 メンキュー～	EMERGENCY CORE	180			
それは花火のような恋	Hi-歌謡コア	182			
∀	RENAISSANCE	180			
太陽～T・A・I・Y・O～	CYBER J-EURO	155			
太陽SUNSUNボンジュールアバンチュール	PIECED SUNDAY	140			
たからもの	POPS	182			
抱きしめてモナムール	Hi-歌謡コア	190			
多極性ニューロンの崩壊による人間の末路	PROGRESSIVE METAL	165			
タシカナモノ	POPROCK	180			
打打打打打打打打打打	JAPANESE TRADITIONAL	156			
旅人リラン	ELECLORE	155			
たまゆら	PROGRESSIVE	180			
断罪の一花	J-POP	185			
タンポポ	ROCK	206			
弾幕信仰	HARD ORIENTAL	170			
チェイスチェイスジョーカーズのうた (オニスタイルリミックス)	ウラシュダイカ	185			
中華急行	HAPPY HARDCORE	171			
ちゅ、多様性。	J-POP	150			
超!!遠距離らぶ♡メ〜ル	乙女EDM	130			
ちょえちょえまぎか	ROCK	180			
ちらちら・はらはら	ACEDIA	180			
超青少年ノ為ノ超多幸ナ超古典的超舞曲	PIECED EUPHORIA	150			
追想快晴テーマパーク	FUTURE E-POP	170			
津軽雪	MICHINOKU	160			
月とミルク	CHIPBREAK POP	190			
月と夢の跡 ft. マナ	J METAL×DANCE POP	160			
月雪に舞う華のように	FOREST SNOW	70–125			
翼	J-TRANCE	148			
罪と罰	HYPER J-POP	144			
ディスコルディア	CROSSOVER	180–280			CHARGE 조심
ディッシュウォッシャー◎彡おいわちゃん	ネオスカ電波	210			
天空脳番長危機十六連打	RAGE AGAINST EMPRESS	150			
鉄甲乙女 -under the steel-	IRON CONCERTO	160			
デッドボヲルdeホームラン	ELECTRIC MANOUSH SWING	145			
デビルじゃないもん	IIDX EDITION	154			
デモーニッシュ	J-POP	140–200			
デラむぅのでらっくす☆どり～む	だんすむぅ～じっく	140			
Τέλος	幻想音樂	202			
天空の夜明け	ANTHEM	150			
電光	BUCHIAGE TRANCE	165			
.59	CHILL OUT	123–135			
天国のキッス ～D.J.TAKA'S STYLE～	EURO TRANCE	150			
電子になりたい	HYBRID DANCE MUSIC	158			
天使のカンタータ -Cantata of Angels-	ANTHEM	158			
Ｘ↑Ｘ↓	新世紀進歩的羽扇子音楽	172			
電人、暁に斃れる。	NU-NRG	165			
電人イェーガーのテーマ (Theme of DENJIN J)	NU-NRG	155			
デンドロビウム	BLOOM FUSION	110–144			
電腦都市	BREAKCORE	240			
東京神話	ORBITALIC GABBER STEP	196			
童話回廊	空想ファンタジーシリーズ	262			
ドッキン☆サマーあばんちゅーる	ドタバタ☆夏休み	180			
ドゥサンコオデッセイ!!	CHIPTUNE FUSION	160			
突撃！ガラスのニーソ姫！	電波	185			
轟け！恋のビーンボール！！	ベースボールヒロイン	180			
トリカゴノ鳳凰	歌謡 DRUM & BASS	185			
取り残された美術 (Arranged:HiZuMi)	HYPER J-POP	160			
ドリムチウ	HARDCORE TECHNO	170			
とろぴかる倶楽部	TROPICAL	120			
どんなときも。	J-REVIVAL	160			
ナイトシティー·アヴァンチュール	歌謡ニューウェーブ	170			
ナイトフィクション	ALTERNATIVE	163			
ないないルーティン	SPEED HOUSE	148			
IX	BLOOD METAL	198			
†渚の小悪魔ラヴリィ〜レイディオ† (IIDX EDIT)	Hi-CORE	190			
嘆きの樹	CONTEMPORARY	160			
夏色DIARY -L.E.D.-G STYLE MIX-	HAPPY SUMMER CORE	190			
夏色のセレナーデ	OMOIDE CORE	175			
夏風邪デスコ	SUMMER POP	165			
夏の匂い。キミの残像。 ft. Kanae Asaba	Re 90's J-DANCE POP	161			
涙のテ・エストラーニョ・ムーチョ	Hi-歌謡タンゴ	187			
虹色	LOVELY TRANS POP	160			
虹色の花	LIGHT-VISUAL POP	170			
廿	新世紀進歩的羽扇子音楽	120–160			
寝起きヤシの木	IIDX EDITION	160			
眠りの国のステラ	空想ファンタジーシリーズ	193			
ハードベース・フェスタ	A-STYLE RUSSIAN HARDBASS	158			
パーフェクトイーター	ROCK	175			
ハイテックトキオ	ハイテックトキオ	165			
ハイ*ビスカス ft. Kanae Asaba	YANKEE CAR J TRANCE	157			
ハオ	J-POP・VOCALOID	130–176			
好吃来世deエレクトリック	ALTERNATIVE	144			
儚キ戀ノ幻想譚	和風歌謡硬核音楽	175			
儚き恋の華	BLOOM ROCK	162			
爆ゼニ☆がってんワーカー	勤労☆電波	195			
P A S T E L I S M	KAWAII FUTURE BASS	165			
伐折羅-vajra-	KUDOS CORE	173			
刃図羅	LAST ARTS	165			
バスルーム ロマンス	CLASSIC MOTIF	155			
爆ぜりゃんせ	繚乱呂句	172			
果たせぬ約束 ft. 小林マナ	CHINA SQUARE DANCEPOP	164			
バッドエンド・シンドローム	PIANO CHRONICLE	126			
バッド・スイーツ、バッド・ドリーム	.+:☆ BAD FUTURE ☆:+.	220			
花冠 feat.Aikapin	SOCA	83–180			
花吹雪~IIDX LIMITED~	JAPANESE ALTERATION	150			
華爛漫 -Flowers-	HYPER JAPANESQUE 2	160			
バ→ビ→ブ→Bomb!	電波ソング	175			
パ→ピ→プ→Yeah!	電波ソング	160			
バビロニア	DISTORTED NEW AGE	164			
バブリン	J-POP	198			
パラドキシカル・タイムリープトライアル (Short Ver.)	AKIBA-POP	188			
ハリツヤランデヴー	HOU-ROCK	143			
ハルイロメロディー	AOHARU MELODY	166			
バンブーソード・ガール	J-SPEEDMETAL	208			
ピアノ協奏曲第１番 "蠍火"	DIRGE	165–188			
ピアノ独奏無言歌 "灰燼"	THRENODY	100–200			SOFLAN 조심
焱影	HIP HOP	136			
¡Viva!	TRIBAL HOUSE	135			
ビビッド ☆＋＊。キラキライム	ハピコア	191			
ビビデバ	J-POP	120			
ヒマワリ	J-HAPPY HARDCORE	185			
卑弥呼	ESOTERIC SPEEDCORE	83–185			PEAK 조심
百恋ラブラスター	KAWAII POP	160			
ビューティフルレシート	HAPPY HARDCORE	196			
表裏一体！？怪盗いいんちょの悩み♥	Hi-FUNK BREAKS	165			CHORD 조심
開きたまえ！Next stAge！	CHARACTER SONG	200			
不死身ごっこ	ボカロ	147			
ファイナルレター	MELODIOUS WATER PIANO	205			
フェイクアウト	ROCK	215			
フェティッシュペイパー～脇の汗回転ガール～	モッシュ	110			
フォニイ	IIDX EDITION	170			
二人ノ廃城幽踊宴	SPUKWALZER	280–316			
不沈艦CANDY	HARDCORE	188			
冬椿 ft.Kanae Asaba	HYPER ENKA POP	155			
⁽⁽ଘ( ˙꒳˙ )ଓ⁾⁾ beyond reason	ROMANTIC SCHOOL VARIATIONS	174			
《PL|RAYER》	ASCENDING TOGETHER	180			
ぷろぐれっしぶ時空少女！うらしまたろ子ちゃん！	ぷろぐれっしぶ電波	175			
閉塞的フレーション	ROCK	176			
紅牡丹	J-CORE	181			
ベラ・ベ・カラベラ	TERRORCORE/RAP	150			
ベンガル vs. アムール Battle	BOLLYWOOD CORE	165			
烽火連天の刃	CYBER TAIGA	190			CHARGE 조심
牧神笛吹きて	ZODIAC ORACLE X	157			
星屑ディスタンシア	GLITCH JAZZ	110			
星をこの手に	J-POP	165			
ポチコの幸せな日常	わんわんコア	192			
ポラリスノウタ	FUTUREBASS	170			
マーシャル・マキシマイザー	IIDX EDITION	190			
-65℃	WHITE OUT	186			
マインド・ゲーム	青春剛速球メタル	180			
#MAGiCVLGiRL_TRVP_B3VTZ	NEON/TWERKCORE	100			
マチ子の唄	EDUCATION	152			
マツケンサンバII	IIDX EDITION	127			
摩天楼	VAHALLASTEP	172			
真夏の花・真夏の夢	HOUSE	130			
魔法のかくれんぼ	FANTASY TOYPOP	178–208			
まほろば	J-DANCE POP	149			
真夜中のバベル	HOUSE	140			
曼荼羅恋々	GOTHIC CORE	198			
未完成ノ蒸氣驅動乙女	ORBITAL STEAMPUNK	170			
ミストレス・アンには花束を	ELECTRONICA	135			
禊	HARD PSY TRANCE	160			
ミッドナイト☆WAR	BEMANIZED ROCKCORE	156			
水無月の雫 ft. 小林まな	-和- EURO TRANCE	167			
見習い天使と星降りの丘	空想ファンタジーシリーズ	174			
ミュージック・アワー	IIDX EDITION	165			CHORD 조심
ミラージュ・レジデンス	FUSION	144			CHARGE 조심
未来のプリズム	STARPOP	132			
魅惑のYUMMYスイーツ	TWINKLE POP	208			
無意識のフィロソフィア	HARD TRANCE	160			
霧幻メモリア	LAST FRONTIER	150			
無双	SENGOKU LEGENDS	180			
冥	HUMAN SEQUENCER	66–200			SOFLAN 조심
明鏡止水	禅ジャズ	290 (208–290)			
めいさいアイドル☆あいむちゃん♪	電波デステクノ	160			
メイメツ、フラグメンツ	CYBER SYMPHONIC POP	157			
めうめうぺったんたん！！ (ZAQUVA Remix)	HYPERACTIVE HELLCORE	185			
めでてえ	ハッピースピードコア	240			
もっと！モット！ときめき feat. 松下	きらめきコア	185			
野球の遊び方 そしてその歴史 〜決定版〜	野球のことがよくわかる	150			
山岡晃の「クイズ！家事都合！」	ポップス	148			
夕焼け ~Fading Day~	AURAL ADRENALINE	174			
ユミル	SYMPHONIC-TEK	164			
夢縁	JUVENILE PIANO ROCK	162			
酔いどれ知らず	IIDX EDITION	115			
ヨシダさん	TECHNO	150			
夜のサングラス	METAL HOUSE	125			
雷君	EDGE	181			
ラキラキ	LUCKY TECHNO	165			
ラクエン	REGGAE	99–198			
ラクエン Feat.Chiharu Chonan -JAKA respect for K.S.K Remix	TECHY FREEFORM	99–198			
楽園追放	ALTERNATIVE	239			
ラストセンチュリーメランコリック	FUTURE J-POP	170			
ラブキラ☆スプラッシュ	HYPER POP	152			
ラブコメトキドキシリアス	Hi-ROM COM	224			
ランカーキラーガール	KILLER PUNK	200			
乱膳の舞姫	BALKANIC ROCK	171			
リグレット	EURO TRANCE	155			
リメンバーリメンバー	RAINY WALTZ	182			
龍王の霊廟(Mausoleum Of The Primal Dragon)	RETROSPECTIVE EPIC MUSIC	144			
龍と少女とデコヒーレンス	EPIC TECHNO	165			
量子の海のリントヴルム	エピックプログレ	280			
繚乱ヒットチャート	ネガメロック	192			
リリーゼと炎龍レーヴァテイン	OLDSTYLE GAMEMUSIC	200			
凛として咲く花の如く	撫子ロック	163			
輪廻の鴉	SPIRITUAL CORE	198			
累乗のカルマ	PIANO ROCK	178			
流桜ノ門	SCI-FI CHRONICLE	172			
令和 (1991RAVE REMIX)	RAVE	148			
レインボウ・フレーバー	ELECTRO SHERBET	140			
黎明の情	歌謡エレジヰ	210			
レシピのリドル	ガールズティーパーティー	245			
れとりば！	KAWAII DOGGO POPS	180			
恋愛=精度×認識力	HARDCORE×ソフラン×変拍子×萌え	3–333 [BPM]			SOFLAN 조심
恋愛観測	HAPPY LOVEGAZER	188			
恋愛レボリューション21 -秋葉工房mix-	EUROBEAT	158			
煉獄コンフィチュール	ROCK	236			
煉獄のエルフェリア	HARD SYMPHONIC	183			
ロマンシングエスケープ	SYNTHWAVE POP	132			
ロミとロボの宇宙飛行	ARTCORE	172			
惑	ASIAN CROSSOVER	110			
惑星鉄道	PROLOGUE	10–166			SOFLAN 조심
惑星☆ロリポップ	ANIMTRIBE POP	180			
海神	HYDRO CORE	159			CHARGE 조심
罠	DRUM'N'ROCK	180			
ワルツ第17番 ト短調 "大犬のワルツ"	VALSE	(노멀)190–290 (하이퍼)220–310 (싱글 어나더)230–320 (더블 어나더)220–350			SOFLAN 조심
CaptivAte 〜裁き〜(SUBLIME TECHNO MIX)	SUBLIME TECHNO	160			
Clione (Ryu☆ Remix)	THE 4TH	148			
Colors -Y&Co. Eurobeat Remix-	EUROBEAT	155			
Cyber Force -DJ Yoshitaka Remix-	BUCHIAGE TRANCE	148			
era (step mix)	DRUM'N'BASS	90–180			
Fly Above (Vicissitude Remix)	DREAM DRUM'N'BASS	150			
I Was The One (80's EUROBEAT STYLE)	EUROBEAT	142			
Inner Spirit -GIGA HiTECH MIX-	NEO HiTECH FUTURE	150			
jelly kiss -Midihead's Smack Mix-	HARD HOUSE	135			
LASER CRUSTER (IGNITE REMIX)	DRUM & BASS / HYBRID TRAP	152			
Let The Snow Paint Me -Y&Co. Remix-	TRANCE	130			
LUV TO ME (UCCHIE'S EDITION)	EUROBEAT	160			
Mermaid girl -秋葉工房mix-	EURO BEAT	150			
NEMESIS -gratitude remix- IIDX Edition	DRUM'N'BASS	175			
Programmed Sun (xac Antarctic Ocean mix)	UPLIFTING TRANCE	144			
RISLIM -Remix-	ELECTRO 2 STEP	130			
S!ck (Nhato Remix)	HARDCORE	177			
smooooch・∀・ (Snail's House Remix)	CANDY RAVE BASS	177			
SOLID STATE SQUAD -RISEN RELIC REMIX-	LIFE STREAM	186			
spiral galaxy -L.E.D.STYLE SPREADING PARTICLE BEAM MIX-	PSYCHEDELIC TRANCE	154			
THE SHINING POLARIS(kors k mix)	UK HARD CORE	172			
Timepiece phase II (CN Ver.)	PROGRESSIVE ROCK	287			CHARGE 조심
Votum stellarum -Hommarju Remix-	UK HARDCORE	154–175			
WISH(EUROBEAT MIX)	EUROBEAT	180			
ピアノ協奏曲第１番 "蠍火" (BlackY Remix)	PDM	160			
合体せよ！ストロングイェーガー!! (Ryu☆ remix)	HARD DANCE	155			
灼熱Beach Side Bunny (Masayoshi Iimori Remix)	NRG	150			
灼熱Beach Side Bunny (かめりあ's "Summertime D'n'B" Remix)	BROKEN SAMBA DRUM'N'BASS	174			
2 tribe 4 K	TRIBAL	140			
Around The Galaxy	UPLIFTING TRANCE	145			
Beyond The Earth	WORLD/ELECTRONICA	140			
CaptivAte2〜覚醒〜	NOSTALISH REQUIEM	160			
DEEP ROAR	SUPER RAVE BEAT	165			
HYPE THE CORE	GABBA	190			
kors k's How to make OTOGE CORE 「LONG」	CHANNEL K	124–190			
New Castle Legions	DYSTOPIA	120–180			
Rising in the Sun (original mix)	UK HARDCORE	172			
satellite020712 from "CODED ARMS"	HARD HOUSE	154			
State Of The Art	TECHNOTRONICA	155			
SWEETEST SAVAGE	HIP HOP	114			
Y&Co. is dead or alive	90's RAVE	145–876			
ミッドナイト堕天使	TRENDY TECHNO	150			
泰東ノ翠霞	JAPANESE POPS	180			
Abyss	INTELLIGENCE	142			
Abyss -The Heavens Remix-	TRANCE CORE	171			
1st Samurai	お江戸テクノ	175–200			
Artist	MYSTICAL HARD DANCE	165			
DRUNK MONKY	MINIMAL	145			
FLOWER	TRANCE CORE	173			
HELL SCAPER -Last Escape Remix-	GABBAH	180			
HEROES	HARD MIXTURE	185			
IMPLANTATION	GOA TRANCE	145			
KING	IIDX EDITION	166			
Monopole.	ARTCORE ROCK	201			
PENDUAL TALISMAN	SYSTEM BGM	150–160			
The Least 100sec	PROGRESSIVE	200–264			
グッバイ宣言	IIDX EDITION	170			
シル・ヴ・プレジデント	J-POP	176			
ベィスドロップ・フリークス	A-STYLE DRUM STEP	179			
神っぽいな	IIDX EDITION	142			
錬成人間トリコロイダー	特撮ハードコア	190			
